Food_Category,Moisture_Content_pct,pH,Water_Activity,Protein_Content_pct,Fat_Content_pct,Storage_Temp_C,Relative_Humidity_pct,Packaging_Type,Preservative_Conc_pct,Shelf_Life_Days
Meat,61.5,6.45,0.988,21.5,11.6,23.5,87.0,Vacuum Sealed,,1.1
Dairy,57.6,4.44,,4.4,6.1,24.5,38.1,Standard Plastic,0.466,4.3
Dairy,93.9,3.71,0.979,1.8,1.8,20.2,92.9,Standard Plastic,0.364,1.9
Dairy,56.4,5.24,0.988,3.1,,20.0,36.8,Standard Plastic,0.232,3.1
Condiments,55.0,3.57,0.842,2.4,16.5,15.4,59.5,Standard Plastic,0.386,319.2
Beverages,88.3,6.62,0.97,0.7,1.0,16.7,66.5,Glass,0.191,117.4
Meat,67.8,,0.976,21.4,16.1,2.3,80.7,Vacuum Sealed,0.249,3.2
Snacks,,5.22,0.593,8.5,16.9,10.4,56.4,Vacuum Sealed,0.002,133.0
Dairy,56.9,6.21,0.981,6.7,5.5,9.4,51.6,Cardboard,0.386,3.8
Seafood,77.5,6.09,0.971,21.1,7.9,0.3,75.1,Cardboard,0.006,2.1
Dairy,78.3,6.05,,4.2,8.0,13.0,47.5,Glass,0.276,3.1
Seafood,76.9,,0.984,20.3,11.4,,63.4,Glass,0.3,2.1
Beverages,96.7,3.12,0.982,1.8,1.9,21.6,34.9,Vacuum Sealed,0.301,58.4
Produce,86.4,5.56,0.985,1.4,0.0,4.9,88.0,Modified Atmosphere,0.006,4.3
Meat,55.3,5.87,0.974,26.4,16.3,1.6,53.7,Cardboard,0.196,3.0
Dairy,72.7,6.46,0.973,6.4,3.1,5.7,76.7,Cardboard,0.122,4.4
Beverages,97.2,4.03,0.986,0.3,1.6,,41.8,,,41.7
Dairy,79.2,6.49,0.952,7.1,6.8,4.3,70.3,Glass,0.002,5.0
Meat,55.2,6.18,,20.9,,4.2,77.4,Modified Atmosphere,0.237,2.7
Meat,67.4,5.52,0.971,24.6,8.3,8.0,52.1,Standard Plastic,0.029,1.0
Dairy,68.8,6.66,0.987,7.9,4.3,4.6,72.0,Standard Plastic,0.047,3.0
Produce,86.3,4.6,0.973,2.2,0.6,12.2,44.0,Standard Plastic,0.478,4.2
Snacks,13.3,6.81,0.569,4.5,10.0,3.0,40.5,Standard Plastic,0.485,115.2
Beverages,87.5,,0.976,2.6,0.9,17.3,59.3,Vacuum Sealed,0.021,123.8
Seafood,72.3,6.53,0.987,18.6,4.7,2.3,82.5,Vacuum Sealed,0.038,3.0
Bakery,36.9,7.12,0.87,8.5,22.1,18.8,80.6,Cardboard,0.133,3.5
Seafood,,6.12,0.973,20.0,7.9,8.3,66.0,Modified Atmosphere,0.154,1.0
Condiments,39.7,4.83,0.762,1.7,15.9,7.2,70.9,Vacuum Sealed,0.327,224.5
Seafood,70.0,6.31,0.982,16.2,1.8,2.7,85.6,Cardboard,0.041,1.9
Beverages,95.9,5.13,0.988,2.3,0.5,7.8,61.1,Vacuum Sealed,0.149,56.6
Meat,67.6,5.53,0.981,,3.2,16.8,76.3,Standard Plastic,0.171,1.0
Meat,66.2,5.56,0.967,22.1,5.7,0.4,84.6,Cardboard,0.124,3.3
Dairy,52.4,5.0,0.977,3.9,7.1,23.0,63.1,Modified Atmosphere,0.08,3.2
Seafood,77.3,6.3,0.974,22.7,8.5,11.4,63.0,,0.037,1.0
Snacks,6.5,6.24,0.369,,18.8,0.5,80.2,Modified Atmosphere,0.022,130.2
Seafood,104.2,6.18,0.972,24.7,5.4,15.0,45.7,Standard Plastic,0.037,1.0
Dairy,52.0,5.01,0.985,7.0,,12.4,64.2,Standard Plastic,0.255,3.0
Condiments,43.3,3.03,0.829,1.2,15.7,20.4,43.4,Standard Plastic,0.102,144.3
Meat,59.5,6.06,0.984,27.4,14.8,5.9,51.0,Cardboard,0.444,1.4
Seafood,79.1,6.64,0.979,23.4,5.7,16.1,41.5,Standard Plastic,0.491,1.0
Seafood,70.1,6.61,0.976,17.2,3.9,4.3,33.7,Standard Plastic,0.336,1.2
Bakery,27.0,,,10.6,7.0,11.4,57.8,Vacuum Sealed,0.205,7.1
Bakery,24.5,5.74,0.834,6.2,6.8,19.9,62.2,Standard Plastic,0.475,5.7
Bakery,25.0,5.51,0.841,8.6,11.5,24.9,56.8,Vacuum Sealed,0.226,5.4
Meat,63.5,,0.972,21.5,15.1,9.1,84.2,Standard Plastic,0.36,1.0
Produce,93.6,6.5,0.974,1.0,1.6,8.8,34.1,Modified Atmosphere,0.161,5.0
Meat,63.9,5.66,0.974,24.2,,5.8,61.2,Standard Plastic,0.223,1.8
Snacks,13.1,7.4,0.247,3.7,27.4,8.7,94.7,,0.119,112.3
Snacks,6.2,6.26,0.337,3.3,29.8,23.5,51.6,Glass,0.244,471.0
Produce,91.9,5.72,0.959,2.2,0.5,2.6,93.4,Glass,0.015,5.2
Bakery,21.9,5.88,0.934,9.4,12.9,,37.6,Standard Plastic,0.15,5.9
Produce,68.5,6.38,0.972,6.5,4.9,22.0,77.1,Vacuum Sealed,0.204,3.2
Snacks,4.1,5.23,0.421,6.4,12.2,24.1,91.5,Standard Plastic,0.32,130.8
Beverages,88.1,5.86,,,1.0,11.2,80.7,Glass,0.304,47.7
Dairy,78.3,6.42,0.97,6.5,5.8,6.0,77.1,Modified Atmosphere,0.08,5.4
Beverages,93.9,4.19,0.999,2.9,1.4,4.6,65.7,Modified Atmosphere,0.036,303.9
Dairy,58.7,4.67,0.971,7.7,3.1,19.1,37.1,Cardboard,0.191,2.6
Produce,77.6,4.55,0.977,3.6,0.9,20.0,79.4,Standard Plastic,0.351,1.9
Condiments,49.4,3.94,0.866,2.6,19.5,8.9,92.6,Cardboard,0.424,135.6
Condiments,50.2,4.1,0.867,1.5,22.4,14.9,88.7,Modified Atmosphere,0.38,168.0
Dairy,47.8,6.59,0.978,6.9,,20.3,63.4,Vacuum Sealed,0.473,3.8
Produce,73.5,4.65,0.951,3.8,1.4,1.1,84.4,Modified Atmosphere,0.216,7.7
Meat,64.9,5.58,0.964,23.4,12.3,7.2,79.4,Glass,0.169,2.6
Snacks,10.0,5.38,0.494,10.7,11.3,22.4,35.2,Standard Plastic,0.305,123.9
Beverages,85.9,6.39,0.979,0.6,1.1,12.7,51.8,Glass,0.218,183.3
Dairy,58.5,5.98,,7.3,3.3,22.1,52.2,Vacuum Sealed,0.3,4.6
Condiments,67.1,3.33,0.802,4.5,21.2,2.7,80.4,Glass,0.384,191.7
Snacks,9.9,5.51,0.228,6.6,21.0,26.1,31.3,Vacuum Sealed,0.25,560.6
Dairy,71.8,6.7,0.981,3.8,9.0,4.1,80.0,Cardboard,0.143,4.8
Snacks,6.3,7.03,0.462,5.8,18.9,16.8,,,0.067,90.3
Dairy,46.1,4.33,0.977,5.8,8.1,13.4,84.7,Vacuum Sealed,0.183,5.0
Dairy,49.6,4.43,0.988,5.5,2.9,8.6,39.6,Standard Plastic,0.475,7.8
Produce,80.3,4.6,0.97,4.1,0.1,16.5,30.0,Vacuum Sealed,0.204,3.4
Condiments,43.0,3.75,0.919,1.7,,18.6,36.9,Cardboard,0.365,140.0
Beverages,90.7,5.6,0.964,0.6,0.8,1.9,75.2,Modified Atmosphere,0.156,62.6
Produce,89.6,4.64,0.963,4.0,1.6,23.8,81.7,Standard Plastic,0.411,1.8
Seafood,72.3,6.87,0.973,16.6,11.6,13.0,34.7,Standard Plastic,0.127,1.0
Seafood,78.0,,,23.2,8.6,0.6,38.6,Vacuum Sealed,0.012,2.6
Dairy,66.4,4.25,0.97,3.1,9.9,4.6,76.2,Modified Atmosphere,0.27,13.6
Bakery,37.8,6.05,0.935,11.8,15.1,25.6,47.1,Modified Atmosphere,0.043,2.7
Dairy,72.1,5.02,,3.3,2.1,19.9,61.0,Vacuum Sealed,,3.9
Beverages,98.2,6.94,0.98,2.1,1.0,,55.0,Standard Plastic,0.363,49.6
Bakery,30.1,6.28,0.906,10.5,7.7,23.8,64.0,Standard Plastic,0.007,2.1
Meat,72.8,6.32,0.987,27.4,10.6,16.4,55.4,Standard Plastic,0.216,1.0
Snacks,7.8,5.82,0.221,5.6,33.8,27.4,46.1,Cardboard,0.225,298.4
Beverages,92.6,6.59,0.979,1.5,1.3,10.9,60.6,Cardboard,0.118,142.9
Beverages,91.2,5.9,0.971,2.4,2.0,6.0,86.1,Standard Plastic,0.409,44.9
Produce,85.4,5.37,0.986,1.1,0.8,7.1,90.6,Modified Atmosphere,0.017,4.1
Dairy,54.8,4.97,0.97,7.4,9.7,1.8,60.6,Standard Plastic,0.046,10.1
Produce,91.5,3.9,0.953,3.5,0.6,13.9,64.3,Standard Plastic,0.117,4.2
Meat,62.5,6.11,0.986,18.4,7.0,22.2,83.2,Standard Plastic,0.233,1.0
Condiments,58.8,4.02,,1.8,24.7,8.2,58.9,Glass,0.313,215.2
Condiments,41.9,3.52,0.809,1.5,8.2,15.5,62.4,Glass,0.232,407.6
Snacks,3.4,6.82,0.448,7.4,19.2,23.2,49.1,Standard Plastic,0.013,275.0
Bakery,31.0,7.06,0.893,7.5,10.5,16.1,75.0,Cardboard,0.171,3.5
Produce,88.0,3.6,0.972,2.9,0.0,8.9,88.4,Vacuum Sealed,0.049,5.2
Beverages,88.5,5.11,0.953,0.4,0.3,5.9,62.4,Standard Plastic,0.132,212.6
Beverages,90.8,5.66,0.988,1.8,0.9,11.6,87.6,Modified Atmosphere,,43.1
Beverages,,4.27,0.962,1.4,0.8,3.0,45.9,Vacuum Sealed,0.404,106.0
Dairy,45.8,6.79,0.987,3.6,6.9,20.5,48.5,Modified Atmosphere,0.393,3.5
Produce,83.8,4.97,0.99,,1.9,19.6,44.6,Standard Plastic,0.049,1.4
Snacks,12.9,5.87,0.641,5.3,10.1,0.8,69.4,Standard Plastic,0.222,117.6
Dairy,70.3,6.79,0.99,4.4,8.4,5.1,68.9,Glass,0.084,5.0
Condiments,43.0,,0.808,2.3,25.4,24.8,61.5,Cardboard,0.027,96.5
Condiments,53.4,,0.838,1.7,1.0,8.4,57.8,Vacuum Sealed,0.407,171.7
Seafood,71.4,6.19,0.99,21.6,2.3,1.8,86.7,Modified Atmosphere,0.069,2.3
Meat,64.7,6.11,,19.1,7.7,,65.7,Standard Plastic,0.036,1.0
Meat,58.3,5.87,0.976,20.1,14.2,12.8,45.0,Standard Plastic,0.187,1.0
Seafood,65.6,6.66,0.981,18.2,4.7,17.5,60.8,Standard Plastic,0.296,1.0
Snacks,15.0,6.61,0.256,5.1,15.5,24.3,41.6,Standard Plastic,0.12,132.6
Condiments,49.9,3.76,0.72,1.7,14.0,,86.7,Vacuum Sealed,0.08,209.2
Condiments,44.4,5.07,,3.4,4.7,13.4,45.0,,0.264,137.1
Produce,94.3,5.73,0.979,1.8,0.3,5.0,85.1,Modified Atmosphere,0.003,4.2
Snacks,10.6,5.05,0.383,,27.3,15.7,72.3,Glass,0.316,142.2
Seafood,60.1,6.96,0.99,15.5,2.6,8.7,83.9,Cardboard,0.093,1.0
Dairy,79.0,6.76,0.966,3.3,1.9,6.6,74.9,Modified Atmosphere,0.024,4.5
Dairy,58.1,5.77,0.972,4.8,8.6,0.2,81.9,Standard Plastic,0.493,11.5
Dairy,65.9,4.49,0.971,4.8,5.7,8.2,56.3,Glass,0.297,7.9
Bakery,27.5,6.86,0.886,7.5,11.3,17.8,40.5,Vacuum Sealed,,7.2
Snacks,3.1,7.42,0.429,5.3,18.4,22.6,48.4,Cardboard,0.014,295.1
Produce,83.1,5.5,0.956,3.6,0.7,22.7,68.2,Vacuum Sealed,0.225,2.8
Condiments,54.2,4.22,0.793,3.6,12.6,17.5,57.4,Glass,0.163,342.3
Dairy,54.1,6.13,0.984,,9.9,9.4,79.5,Standard Plastic,0.397,3.8
Meat,71.2,6.08,0.961,23.5,5.8,2.7,70.4,Vacuum Sealed,0.055,4.1
Seafood,79.8,6.28,0.971,17.7,8.3,,69.1,Cardboard,0.146,1.3
Bakery,37.4,,0.866,7.1,23.5,8.2,34.7,,0.435,5.2
Beverages,87.4,5.72,0.96,,0.5,9.5,60.9,Vacuum Sealed,0.485,68.6
Seafood,64.5,6.66,0.973,,5.6,7.8,50.7,,0.334,1.0
Bakery,,6.85,0.924,11.4,12.8,5.9,73.0,Standard Plastic,0.168,4.8
Seafood,77.9,6.19,0.975,20.8,1.4,2.5,79.9,Standard Plastic,0.104,1.9
Dairy,72.7,6.54,0.969,7.2,5.9,2.5,67.9,Standard Plastic,0.054,4.3
Snacks,7.0,7.12,0.362,7.2,15.3,6.9,34.0,Standard Plastic,0.224,137.5
Dairy,,4.98,0.977,,7.0,19.9,80.8,Standard Plastic,0.287,2.8
Bakery,39.0,5.55,0.828,10.1,14.1,25.4,61.2,Vacuum Sealed,0.078,4.2
Meat,64.6,5.83,0.966,24.0,11.1,7.3,82.1,Cardboard,0.163,2.2
Condiments,56.7,4.8,0.741,4.0,5.7,3.9,45.4,Standard Plastic,0.397,172.3
Meat,58.1,6.41,0.977,18.6,11.2,4.7,90.9,Vacuum Sealed,0.206,2.2
Dairy,,5.94,0.982,5.2,7.1,15.9,81.5,Modified Atmosphere,0.385,4.2
Snacks,3.3,7.15,0.449,6.1,22.5,90.1,44.1,Glass,0.2,144.5
Bakery,39.4,5.53,0.919,11.7,16.5,18.8,63.3,Modified Atmosphere,0.426,7.7
Bakery,36.1,5.85,0.837,11.7,12.8,24.4,56.9,Glass,0.236,4.8
Snacks,4.8,,0.486,3.4,16.7,14.0,85.8,Standard Plastic,0.218,129.0
Condiments,31.1,4.53,0.734,3.8,22.0,19.7,41.2,,0.089,168.5
Dairy,46.8,6.01,0.971,7.1,8.6,5.9,51.0,Standard Plastic,0.298,5.5
Produce,74.1,5.77,0.953,4.7,0.8,16.8,44.7,Modified Atmosphere,0.287,3.6
Meat,63.7,6.32,0.99,,7.8,,61.3,Standard Plastic,0.261,2.1
Snacks,10.2,6.61,0.373,6.8,33.6,20.1,50.2,Glass,0.175,693.9
Produce,77.9,,0.978,1.2,1.4,14.2,52.7,Glass,0.269,5.1
Seafood,79.5,6.31,,17.8,11.5,1.3,76.1,,0.239,2.0
Dairy,75.8,6.59,0.978,5.4,4.9,8.1,47.4,Standard Plastic,0.402,4.6
Bakery,27.2,6.01,0.928,8.8,9.2,20.3,80.3,Vacuum Sealed,0.232,4.7
Snacks,14.6,5.65,0.311,11.0,16.6,20.6,40.5,Modified Atmosphere,,191.5
Produce,91.8,4.26,0.977,1.7,0.2,17.9,60.9,Glass,0.192,3.0
Bakery,37.6,6.76,0.878,8.2,21.3,13.3,52.0,Standard Plastic,0.359,4.5
Produce,70.7,4.03,0.96,,0.1,18.4,39.9,Cardboard,0.446,2.4
Condiments,45.7,4.59,0.75,1.8,20.3,20.3,52.2,Cardboard,0.206,304.8
Condiments,48.7,3.08,0.878,3.6,24.9,1.2,85.4,Standard Plastic,0.099,122.8
Condiments,60.5,,0.865,1.0,20.9,21.7,55.2,Cardboard,0.287,200.5
Bakery,24.6,6.13,0.844,7.9,9.1,17.5,38.1,Cardboard,0.045,4.1
Meat,62.0,5.61,0.987,26.8,6.4,2.0,81.2,Glass,0.081,3.3
Seafood,69.7,6.99,0.977,16.8,10.8,11.5,76.1,Cardboard,0.025,1.0
Bakery,24.8,5.62,0.929,11.3,7.4,15.7,43.9,Standard Plastic,0.192,5.1
Dairy,57.2,5.6,0.988,4.7,3.1,14.8,67.8,Glass,0.101,3.3
Meat,57.8,5.54,0.979,18.8,13.0,4.7,62.4,Standard Plastic,0.402,2.3
Snacks,3.3,,0.243,4.6,34.7,11.1,64.6,Cardboard,0.498,150.1
Bakery,25.9,6.95,0.838,11.0,8.6,9.2,,Standard Plastic,0.039,3.8
Seafood,79.3,6.3,0.982,17.8,7.5,24.8,,Standard Plastic,0.495,1.0
Meat,60.7,5.98,0.973,27.9,12.9,,44.4,Standard Plastic,0.062,1.0
Condiments,58.6,4.03,0.762,4.5,5.5,17.2,52.9,Cardboard,0.149,141.6
Beverages,86.2,5.35,0.967,0.1,0.0,10.0,54.2,Cardboard,0.173,180.4
Produce,88.6,,0.983,2.2,1.8,10.7,41.2,Cardboard,0.088,3.9
Condiments,65.2,4.89,0.804,4.9,9.7,20.0,43.7,Standard Plastic,0.09,118.7
Bakery,31.4,,0.892,8.3,9.3,18.9,39.2,Standard Plastic,0.211,4.5
Bakery,30.8,5.77,0.868,10.4,7.9,18.8,49.6,Standard Plastic,0.131,4.5
Seafood,60.5,6.87,0.973,18.2,3.0,23.3,73.5,Cardboard,0.486,1.0
Produce,92.5,6.39,0.963,2.1,1.6,24.9,46.4,Standard Plastic,0.26,1.6
Condiments,32.8,4.65,0.855,2.4,28.1,21.6,48.6,Modified Atmosphere,0.225,160.7
Meat,57.4,6.43,0.984,18.6,8.3,3.4,,Standard Plastic,0.288,2.1
Beverages,97.9,4.19,0.989,1.6,0.5,17.6,72.8,Cardboard,0.133,35.3
Bakery,29.0,6.49,0.936,6.6,15.0,22.0,51.1,Modified Atmosphere,0.002,3.5
Meat,67.8,6.45,0.971,26.8,14.5,8.9,63.3,Standard Plastic,0.48,1.0
Produce,86.9,3.82,0.981,1.6,0.0,6.5,94.7,Standard Plastic,0.039,3.6
Seafood,70.9,6.91,0.977,19.7,9.7,2.5,80.3,Modified Atmosphere,0.14,2.0
Seafood,73.7,6.67,0.973,17.9,1.3,5.0,56.0,Modified Atmosphere,0.097,1.4
Produce,71.6,6.35,0.961,,0.2,22.3,64.4,Standard Plastic,0.416,1.7
Dairy,57.1,5.09,,3.7,7.4,,36.6,Standard Plastic,0.334,3.5
Bakery,41.4,6.98,,9.2,9.8,8.2,50.8,Standard Plastic,0.336,4.7
Produce,90.7,4.58,0.966,2.8,1.1,24.6,33.9,Standard Plastic,0.387,2.6
Bakery,28.2,6.37,0.918,8.4,17.3,23.5,42.3,Cardboard,0.056,2.4
Dairy,73.6,5.07,0.982,3.2,9.0,,55.9,Standard Plastic,0.334,2.7
Meat,74.2,,0.971,,6.8,0.5,45.4,Standard Plastic,0.456,3.8
Beverages,97.5,6.47,0.988,0.9,,16.0,61.7,Vacuum Sealed,0.339,51.6
Bakery,40.5,6.85,0.804,6.7,18.9,24.4,92.5,Modified Atmosphere,0.05,4.4
Dairy,68.6,6.63,,4.3,5.6,2.7,65.1,Cardboard,0.087,5.7
Dairy,55.2,4.62,0.986,6.4,4.5,19.8,38.5,Glass,0.034,2.6
Snacks,5.3,7.05,0.291,5.5,35.0,8.2,57.5,Cardboard,0.185,105.1
Condiments,62.5,3.51,0.893,2.1,25.1,22.4,54.0,Standard Plastic,0.297,158.8
Condiments,38.9,4.01,0.88,3.0,16.5,13.5,66.7,Cardboard,0.451,152.0
Beverages,,3.88,0.976,0.7,0.1,19.5,71.7,Standard Plastic,0.024,38.7
Snacks,5.9,6.82,0.621,6.2,,0.8,89.4,Vacuum Sealed,0.35,135.8
Produce,90.1,4.77,0.988,1.2,0.0,6.6,93.6,Cardboard,0.019,3.0
Seafood,75.4,6.27,0.971,23.9,3.4,11.6,60.6,Cardboard,0.381,1.0
Dairy,77.0,5.52,0.981,6.8,9.9,11.9,35.5,Cardboard,0.002,1.9
Dairy,69.6,6.61,,3.2,11.1,2.5,67.3,Standard Plastic,0.003,4.8
Bakery,35.4,6.61,0.862,11.2,10.1,22.9,43.8,Vacuum Sealed,0.143,5.6
Beverages,90.0,3.88,,3.0,0.3,8.8,55.2,Vacuum Sealed,0.19,347.3
Dairy,74.7,5.65,0.981,8.0,6.1,8.6,42.1,,0.255,7.0
Condiments,40.2,3.44,0.794,3.9,8.8,17.4,52.0,,0.011,266.2
Condiments,46.8,3.23,0.761,2.4,16.2,18.7,68.6,Cardboard,0.065,234.8
Dairy,50.3,6.38,0.972,3.4,7.1,11.8,89.0,Standard Plastic,0.144,1.6
Seafood,64.5,6.12,0.972,20.0,10.2,17.5,81.3,Standard Plastic,,1.0
Seafood,76.1,6.81,0.981,19.7,7.4,0.9,86.2,Standard Plastic,0.117,2.1
Snacks,13.7,6.54,0.331,11.7,25.6,21.0,64.1,Modified Atmosphere,0.262,151.2
Bakery,23.7,6.32,0.829,5.2,9.2,13.4,,Standard Plastic,0.124,4.7
Bakery,26.6,6.32,0.846,5.6,23.8,13.7,81.2,Standard Plastic,0.257,4.4
Produce,90.4,4.87,0.981,1.8,0.9,4.1,91.4,Cardboard,0.031,4.0
Produce,73.6,4.75,,1.4,0.1,21.8,45.4,Modified Atmosphere,0.368,2.2
Meat,61.3,6.28,0.98,23.2,14.7,4.2,47.8,Standard Plastic,0.328,2.3
Beverages,90.8,6.89,0.966,2.2,1.9,20.1,54.4,Cardboard,0.296,88.4
Snacks,13.2,6.05,0.627,5.3,23.4,21.1,89.8,Standard Plastic,0.32,81.1
Produce,94.2,4.88,0.967,2.2,1.3,10.5,34.0,Standard Plastic,0.407,4.0
Bakery,22.0,6.74,0.878,8.0,9.5,6.4,62.8,Glass,0.372,7.2
Meat,62.8,6.35,0.99,27.1,,16.7,92.8,Standard Plastic,0.34,1.0
Seafood,74.7,6.19,0.986,20.0,9.2,12.4,38.3,Standard Plastic,0.246,1.0
Seafood,,6.98,0.982,19.3,9.0,20.7,88.4,Vacuum Sealed,0.151,1.0
Meat,70.6,5.74,0.971,24.1,6.5,6.4,83.1,Modified Atmosphere,0.167,1.8
Beverages,,5.3,0.972,2.6,,22.9,60.4,Modified Atmosphere,0.071,39.8
Dairy,72.8,6.66,0.966,5.1,10.6,5.7,73.4,Modified Atmosphere,0.083,5.8
Seafood,62.3,6.5,0.983,15.9,9.6,3.9,41.2,,0.306,1.5
Seafood,79.4,6.42,0.98,16.9,2.5,0.6,77.6,Vacuum Sealed,0.137,3.8
Snacks,2.8,6.76,0.6,9.0,14.5,7.9,42.7,Glass,0.324,119.2
Bakery,33.3,,0.857,,15.4,,53.9,Glass,0.036,6.5
Condiments,46.5,3.5,0.721,1.8,26.3,4.0,59.6,Standard Plastic,0.346,185.4
Meat,56.5,5.96,0.986,25.2,8.0,1.2,88.7,Standard Plastic,0.14,2.9
Produce,92.9,4.44,0.967,1.2,0.5,20.2,84.2,Vacuum Sealed,0.487,3.1
Sea food,58.5,6.06,0.982,27.9,10.2,2.4,37.8,Standard Plastic,0.49,2.9
Dairy,57.1,5.79,0.975,4.5,3.7,10.2,42.7,Cardboard,0.077,3.0
Dairy,73.7,6.77,0.978,4.6,1.4,7.7,65.6,Standard Plastic,0.027,2.7
Dairy,77.9,6.62,0.968,4.1,4.7,2.3,65.8,Standard Plastic,0.133,5.2
Condiments,65.4,4.9,0.868,3.9,27.8,8.3,62.7,Vacuum Sealed,0.003,144.8
Seafood,79.7,6.4,0.975,17.4,5.1,7.5,37.1,Standard Plastic,0.189,1.0
Dairy,51.8,4.95,0.986,7.9,4.9,15.0,69.6,Standard Plastic,0.457,2.9
Produce,83.1,5.42,0.951,2.3,0.4,4.0,86.8,Glass,0.021,4.1
Meat,70.3,5.83,0.968,23.7,14.8,3.7,75.9,Modified Atmosphere,0.009,3.1
Meat,60.3,6.5,0.977,20.8,18.8,0.6,75.3,Glass,0.418,4.2
Bakery,32.7,5.96,0.94,10.6,20.0,15.5,31.2,Glass,0.387,6.7
Meat,72.8,6.23,0.972,19.6,15.3,11.1,79.0,Glass,0.013,1.0
Beverages,93.4,3.69,0.967,1.4,0.1,7.9,65.6,Vacuum Sealed,0.094,335.6
Bakery,29.8,6.28,0.93,6.8,13.3,22.3,60.4,Vacuum Sealed,0.258,4.6
Bakery,,5.69,0.883,6.6,10.9,18.3,57.2,Glass,0.064,4.6
Produce,76.1,5.03,0.972,4.0,0.4,4.7,59.9,Modified Atmosphere,0.124,7.9
Produce,92.1,4.07,0.966,1.1,0.7,7.8,93.8,Cardboard,0.026,3.8
Beverages,86.6,5.94,0.982,0.7,0.4,5.9,71.4,Vacuum Sealed,0.063,293.4
Snacks,9.5,6.84,0.622,4.5,12.0,12.6,77.4,Glass,0.113,94.6
Bakery,27.2,6.26,0.873,9.3,17.3,26.7,63.8,Vacuum Sealed,0.291,3.6
Seafood,75.5,6.18,0.972,20.1,1.1,16.8,57.5,Standard Plastic,0.107,1.0
Condiments,57.2,5.08,0.908,4.6,4.2,4.4,46.4,Modified Atmosphere,0.155,142.6
Snacks,11.0,,0.219,5.3,16.3,15.3,88.4,Glass,0.292,135.7
Produce,91.6,6.21,,2.9,1.5,15.5,82.2,Standard Plastic,0.393,2.4
Condiments,55.5,4.17,0.826,2.2,5.5,15.4,45.2,Vacuum Sealed,0.0,175.8
Seafood,72.9,6.5,0.977,20.1,2.3,7.8,82.2,Cardboard,0.069,1.0
Meat,57.6,5.94,0.972,,8.7,14.6,80.7,Cardboard,0.378,1.0
Bakery,41.4,6.85,0.865,9.4,17.2,23.3,50.3,Glass,0.007,3.8
Dairy,50.3,5.75,0.973,,5.6,12.5,46.0,Standard Plastic,0.331,3.3
Produce,85.1,4.52,0.967,1.9,0.5,13.0,56.6,Modified Atmosphere,0.027,5.1
Condiments,50.7,3.34,0.912,1.2,10.6,15.7,69.8,Glass,0.215,318.3
Bakery,29.6,6.13,0.886,7.5,7.2,26.6,40.2,Glass,0.067,2.8
Snacks,2.9,6.67,0.339,8.4,32.0,21.9,34.8,Standard Plastic,0.052,343.2
Bakery,33.4,6.6,0.836,7.8,12.7,22.3,60.8,Standard Plastic,0.159,3.0
Dairy,75.2,6.4,0.98,6.1,9.4,12.5,87.8,Standard Plastic,0.139,2.0
Beverages,88.8,4.32,0.967,0.6,1.6,,54.1,Glass,0.448,59.6
Meat,60.1,5.62,0.989,20.6,12.7,10.3,35.2,Standard Plastic,0.05,1.0
Snacks,9.5,6.51,0.34,5.2,24.7,23.9,32.2,Cardboard,0.036,301.7
Produce,80.3,6.14,0.958,1.2,0.4,6.7,90.0,Cardboard,0.01,3.1
Snacks,8.9,6.64,0.417,7.7,19.3,24.0,45.4,Vacuum Sealed,0.008,416.7
Produce,70.8,4.41,0.989,1.7,0.9,7.9,36.3,Standard Plastic,0.169,5.8
Dairy,79.0,4.5,0.974,3.1,8.4,19.7,49.3,Vacuum Sealed,0.073,4.4
Produce,86.2,6.16,0.959,3.2,1.1,16.3,79.1,Standard Plastic,0.469,2.3
Condiments,69.7,4.41,0.871,2.8,21.4,19.8,62.1,Cardboard,0.273,105.5
Produce,74.2,3.67,0.972,2.1,0.6,16.8,31.2,Glass,0.133,3.4
Snacks,3.5,7.09,0.256,,22.1,24.3,72.6,Modified Atmosphere,0.12,145.8
Snacks,8.3,5.97,0.502,11.9,13.8,10.4,49.0,Glass,0.382,158.1
Dairy,77.9,4.98,0.987,,9.4,24.1,39.5,Cardboard,0.043,2.2
Bakery,33.8,7.34,0.885,6.0,13.7,16.4,75.5,Cardboard,0.09,3.1
Snacks,12.1,6.29,0.597,8.1,22.9,2.9,38.2,Standard Plastic,0.134,99.1
Bakery,20.3,6.55,0.914,10.2,19.6,4.1,92.2,Modified Atmosphere,0.229,6.1
Bakery,29.0,7.26,0.88,8.4,6.4,7.0,51.1,Cardboard,0.141,5.0
Seafood,61.2,6.93,0.985,15.1,8.7,7.0,,Standard Plastic,0.051,1.0
Dairy,48.3,,0.979,5.0,9.9,20.2,40.4,Modified Atmosphere,0.165,3.1
Meat,58.6,6.47,0.986,27.0,12.5,23.4,41.4,Glass,0.03,1.0
Meat,62.0,5.66,0.985,20.6,8.9,17.7,53.9,Standard Plastic,0.05,1.0
Condiments,,4.81,0.707,4.2,17.5,16.8,94.4,Vacuum Sealed,0.334,178.0
Snacks,11.9,5.08,0.549,11.4,18.5,6.0,44.7,Standard Plastic,0.085,108.4
Produce,93.8,4.52,0.98,4.0,1.2,22.0,,,0.233,3.2
Seafood,74.2,6.74,0.989,20.4,5.6,0.3,75.2,Cardboard,0.053,2.4
